Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday
83,2,2015-06-23,3469,314,1,0,0,0
84,2,2015-06-23,12131,1318,1,0,0,0
85,2,2015-06-23,6086,879,1,0,0,0
86,2,2015-06-23,3297,445,1,0,0,0
87,2,2015-06-23,5118,693,1,0,0,0
88,2,2015-06-23,5363,585,1,0,0,0
89,2,2015-06-23,5593,632,1,0,0,0
90,2,2015-06-23,6813,887,1,0,0,0
91,2,2015-06-23,3292,383,1,0,0,0
92,2,2015-06-23,4831,437,1,0,0,0
93,2,2015-06-23,5043,520,1,0,0,0
94,2,2015-06-23,5268,544,1,0,0,0
95,2,2015-06-23,6342,799,1,0,0,0
96,2,2015-06-23,4862,573,1,0,0,0
97,2,2015-06-23,6047,642,1,0,0,0
98,2,2015-06-23,4344,398,1,0,0,0
99,2,2015-06-23,4034,416,1,0,0,0
1,1,2015-06-22,3846,489,1,0,0,0
2,1,2015-06-22,4123,491,1,0,0,0
3,1,2015-06-22,5840,638,1,0,0,0
4,1,2015-06-22,9118,1230,1,0,0,0
5,1,2015-06-22,3827,497,1,0,0,0
6,1,2015-06-22,3641,483,1,0,0,0
7,1,2015-06-22,7917,922,1,0,0,0
8,1,2015-06-22,4796,630,1,0,0,0
9,1,2015-06-22,6121,580,1,0,0,0
10,1,2015-06-22,4264,533,1,0,0,0
11,1,2015-06-22,6155,962,1,0,0,0
12,1,2015-06-22,5525,749,1,0,0,0
13,1,2015-06-22,2603,220,1,0,0,0
14,1,2015-06-22,4687,599,1,0,0,0
15,1,2015-06-22,5513,587,1,0,0,0
16,1,2015-06-22,7850,901,1,0,0,0
17,1,2015-06-22,4926,700,1,0,0,0
18,1,2015-06-22,5818,684,1,0,0,0
19,1,2015-06-22,5808,618,1,0,0,0
20,1,2015-06-22,7826,922,1,0,0,0
21,1,2015-06-22,4000,425,1,0,0,0
22,1,2015-06-22,4093,504,1,0,0,0
23,1,2015-06-22,3968,398,1,0,0,0
24,1,2015-06-22,7579,683,1,0,0,0
25,1,2015-06-22,10972,1502,1,0,0,0
26,1,2015-06-22,5458,493,1,0,0,0
27,1,2015-06-22,7710,903,1,0,0,0
28,1,2015-06-22,3516,453,1,0,0,0
29,1,2015-06-22,6798,613,1,0,0,0
30,1,2015-06-22,3010,478,1,0,0,0
31,1,2015-06-22,4779,476,1,0,0,0
32,1,2015-06-22,3619,473,1,0,0,0
33,1,2015-06-22,6871,672,1,0,0,0
34,1,2015-06-22,7389,941,1,0,0,0
35,1,2015-06-22,9750,769,1,0,0,0
36,1,2015-06-22,9140,1088,1,0,0,0
37,1,2015-06-22,5061,570,1,0,0,0
38,1,2015-06-22,4676,405,1,0,0,0
39,1,2015-06-22,3794,496,1,0,0,0
40,1,2015-06-22,3183,403,1,0,0,0
41,1,2015-06-22,5190,426,1,0,0,0
42,1,2015-06-22,8284,954,1,0,0,0
43,1,2015-06-22,5993,504,1,0,0,0
44,1,2015-06-22,4010,520,1,0,0,0
45,1,2015-06-22,4043,341,1,0,0,0
46,1,2015-06-22,3792,528,1,0,0,0
47,1,2015-06-22,6812,895,1,0,0,0
48,1,2015-06-22,2697,330,1,0,0,0
49,1,2015-06-22,5562,475,1,0,0,0
50,1,2015-06-22,2901,285,1,0,0,0
51,1,2015-06-22,5834,453,1,0,0,0
52,1,2015-06-22,4364,346,1,0,0,0
53,1,2015-06-22,4405,539,1,0,0,0
54,1,2015-06-22,5876,556,1,0,0,0
55,1,2015-06-22,3741,489,1,0,0,0
56,1,2015-06-22,5836,452,1,0,0,0
57,1,2015-06-22,6870,752,1,0,0,0
58,1,2015-06-22,6078,472,1,0,0,0
59,1,2015-06-22,5462,602,1,0,0,0
60,1,2015-06-22,7163,678,1,0,0,0
61,1,2015-06-22,5130,582,1,0,0,0
62,1,2015-06-22,6062,654,1,0,0,0
63,1,2015-06-22,4974,543,1,0,0,0
64,1,2015-06-22,8937,694,1,0,0,0
65,1,2015-06-22,4154,397,1,0,0,0
66,1,2015-06-22,5028,475,1,0,0,0
67,1,2015-06-22,6886,771,1,0,0,0
68,1,2015-06-22,6505,1029,1,0,0,0
69,1,2015-06-22,7655,1049,1,0,0,0
70,1,2015-06-22,4562,525,1,0,0,0
71,1,2015-06-22,7875,646,1,0,0,0
72,1,2015-06-22,3470,411,1,0,0,0
73,1,2015-06-22,4052,458,1,0,0,0
74,1,2015-06-22,4684,668,1,0,0,0
75,1,2015-06-22,6066,641,1,0,0,0
76,1,2015-06-22,7665,818,1,0,0,0
77,1,2015-06-22,6286,555,1,0,0,0
78,1,2015-06-22,3453,461,1,0,0,0
79,1,2015-06-22,4562,498,1,0,0,0
80,1,2015-06-22,6170,507,1,0,0,0
81,1,2015-06-22,6961,556,1,0,0,0
82,1,2015-06-22,8042,761,1,0,0,0
83,1,2015-06-22,3485,322,1,0,0,0
84,1,2015-06-22,11570,1306,1,0,0,0
85,1,2015-06-22,5944,850,1,0,0,0
86,1,2015-06-22,3001,426,1,0,0,0
87,1,2015-06-22,5472,812,1,0,0,0
88,1,2015-06-22,5353,580,1,0,0,0
89,1,2015-06-22,6401,662,1,0,0,0
90,1,2015-06-22,7219,863,1,0,0,0
91,1,2015-06-22,3862,448,1,0,0,0
92,1,2015-06-22,5068,491,1,0,0,0
93,1,2015-06-22,5297,542,1,0,0,0
94,1,2015-06-22,6196,581,1,0,0,0
95,1,2015-06-22,5889,727,1,0,0,0
96,1,2015-06-22,4610,487,1,0,0,0
97,1,2015-06-22,5800,603,1,0,0,0
98,1,2015-06-22,4559,448,1,0,0,0
99,1,2015-06-22,4974,442,1,0,0,0
1,7,2015-06-21,0,0,0,0,0,0
2,7,2015-06-21,0,0,0,0,0,0
3,7,2015-06-21,0,0,0,0,0,0
4,7,2015-06-21,0,0,0,0,0,0
5,7,2015-06-21,0,0,0,0,0,0
6,7,2015-06-21,0,0,0,0,0,0
7,7,2015-06-21,0,0,0,0,0,0
8,7,2015-06-21,0,0,0,0,0,0
9,7,2015-06-21,0,0,0,0,0,0
10,7,2015-06-21,0,0,0,0,0,0
11,7,2015-06-21,0,0,0,0,0,0
12,7,2015-06-21,0,0,0,0,0,0
13,7,2015-06-21,0,0,0,0,0,0
14,7,2015-06-21,0,0,0,0,0,0
15,7,2015-06-21,0,0,0,0,0,0
16,7,2015-06-21,0,0,0,0,0,0
17,7,2015-06-21,0,0,0,0,0,0
18,7,2015-06-21,0,0,0,0,0,0
19,7,2015-06-21,0,0,0,0,0,0
20,7,2015-06-21,0,0,0,0,0,0
21,7,2015-06-21,0,0,0,0,0,0
22,7,2015-06-21,0,0,0,0,0,0
23,7,2015-06-21,0,0,0,0,0,0
24,7,2015-06-21,0,0,0,0,0,0
25,7,2015-06-21,0,0,0,0,0,0
26,7,2015-06-21,0,0,0,0,0,0
27,7,2015-06-21,0,0,0,0,0,0
28,7,2015-06-21,0,0,0,0,0,0
29,7,2015-06-21,0,0,0,0,0,0
30,7,2015-06-21,0,0,0,0,0,0
31,7,2015-06-21,0,0,0,0,0,0
32,7,2015-06-21,0,0,0,0,0,0
33,7,2015-06-21,0,0,0,0,0,0
34,7,2015-06-21,0,0,0,0,0,0
35,7,2015-06-21,0,0,0,0,0,0
36,7,2015-06-21,0,0,0,0,0,0
37,7,2015-06-21,0,0,0,0,0,0
38,7,2015-06-21,0,0,0,0,0,0
39,7,2015-06-21,0,0,0,0,0,0
40,7,2015-06-21,0,0,0,0,0,0
41,7,2015-06-21,0,0,0,0,0,0
42,7,2015-06-21,0,0,0,0,0,0
43,7,2015-06-21,0,0,0,0,0,0
44,7,2015-06-21,0,0,0,0,0,0
45,7,2015-06-21,0,0,0,0,0,0
46,7,2015-06-21,0,0,0,0,0,0
47,7,2015-06-21,0,0,0,0,0,0
48,7,2015-06-21,0,0,0,0,0,0
49,7,2015-06-21,0,0,0,0,0,0
50,7,2015-06-21,0,0,0,0,0,0
51,7,2015-06-21,0,0,0,0,0,0
52,7,2015-06-21,0,0,0,0,0,0
53,7,2015-06-21,0,0,0,0,0,0
54,7,2015-06-21,0,0,0,0,0,0
55,7,2015-06-21,0,0,0,0,0,0
56,7,2015-06-21,0,0,0,0,0,0
57,7,2015-06-21,0,0,0,0,0,0
58,7,2015-06-21,0,0,0,0,0,0
59,7,2015-06-21,0,0,0,0,0,0
60,7,2015-06-21,0,0,0,0,0,0
61,7,2015-06-21,0,0,0,0,0,0
62,7,2015-06-21,0,0,0,0,0,0
63,7,2015-06-21,0,0,0,0,0,0
64,7,2015-06-21,0,0,0,0,0,0
65,7,2015-06-21,0,0,0,0,0,0
66,7,2015-06-21,0,0,0,0,0,0
67,7,2015-06-21,0,0,0,0,0,0
68,7,2015-06-21,0,0,0,0,0,0
69,7,2015-06-21,0,0,0,0,0,0
70,7,2015-06-21,0,0,0,0,0,0
71,7,2015-06-21,0,0,0,0,0,0
72,7,2015-06-21,0,0,0,0,0,0
73,7,2015-06-21,0,0,0,0,0,0
74,7,2015-06-21,0,0,0,0,0,0
75,7,2015-06-21,0,0,0,0,0,0
76,7,2015-06-21,0,0,0,0,0,0
77,7,2015-06-21,0,0,0,0,0,0
78,7,2015-06-21,0,0,0,0,0,0
79,7,2015-06-21,0,0,0,0,0,0
80,7,2015-06-21,0,0,0,0,0,0
81,7,2015-06-21,0,0,0,0,0,0
82,7,2015-06-21,0,0,0,0,0,0
83,7,2015-06-21,0,0,0,0,0,0
84,7,2015-06-21,0,0,0,0,0,0
85,7,2015-06-21,11522,1676,1,0,0,0
86,7,2015-06-21,0,0,0,0,0,0
87,7,2015-06-21,0,0,0,0,0,0
88,7,2015-06-21,0,0,0,0,0,0
89,7,2015-06-21,0,0,0,0,0,0
90,7,2015-06-21,0,0,0,0,0,0
91,7,2015-06-21,0,0,0,0,0,0
92,7,2015-06-21,0,0,0,0,0,0
93,7,2015-06-21,0,0,0,0,0,0
94,7,2015-06-21,0,0,0,0,0,0
95,7,2015-06-21,0,0,0,0,0,0
96,7,2015-06-21,0,0,0,0,0,0
97,7,2015-06-21,0,0,0,0,0,0
98,7,2015-06-21,0,0,0,0,0,0
99,7,2015-06-21,0,0,0,0,0,0
1,6,2015-06-20,4097,494,1,0,0,0
2,6,2015-06-20,3020,323,1,0,0,0
3,6,2015-06-20,3891,424,1,0,0,0
4,6,2015-06-20,9374,1311,1,0,0,0
5,6,2015-06-20,2088,210,1,0,0,0
6,6,2015-06-20,2793,327,1,0,0,0
7,6,2015-06-20,5572,619,1,0,0,0
8,6,2015-06-20,3611,409,1,0,0,0
9,6,2015-06-20,6179,536,1,0,0,0
10,6,2015-06-20,4736,512,1,0,0,0
11,6,2015-06-20,5293,761,1,0,0,0
12,6,2015-06-20,6602,814,1,0,0,0
13,6,2015-06-20,4391,350,1,0,0,0
14,6,2015-06-20,3472,402,1,0,0,0
15,6,2015-06-20,5405,565,1,0,0,0
16,6,2015-06-20,5696,585,1,0,0,0
17,6,2015-06-20,2480,357,1,0,0,0
18,6,2015-06-20,4671,480,1,0,0,0
19,6,2015-06-20,4801,435,1,0,0,0
20,6,2015-06-20,5199,476,1,0,0,0
21,6,2015-06-20,4665,537,1,0,0,0
22,6,2015-06-20,3603,363,1,0,0,0
23,6,2015-06-20,4426,433,1,0,0,0
24,6,2015-06-20,7714,685,1,0,0,0
25,6,2015-06-20,8067,1168,1,0,0,0
26,6,2015-06-20,6367,523,1,0,0,0
27,6,2015-06-20,7350,806,1,0,0,0
28,6,2015-06-20,1830,216,1,0,0,0
29,6,2015-06-20,8117,741,1,0,0,0
30,6,2015-06-20,3622,601,1,0,0,0
31,6,2015-06-20,5032,528,1,0,0,0
32,6,2015-06-20,2215,256,1,0,0,0
33,6,2015-06-20,8094,821,1,0,0,0
34,6,2015-06-20,7400,891,1,0,0,0
35,6,2015-06-20,8387,662,1,0,0,0
36,6,2015-06-20,9916,1027,1,0,0,0
37,6,2015-06-20,7066,832,1,0,0,0
38,6,2015-06-20,7041,628,1,0,0,0
39,6,2015-06-20,2753,413,1,0,0,0
40,6,2015-06-20,4532,598,1,0,0,0
41,6,2015-06-20,6457,491,1,0,0,0
42,6,2015-06-20,8482,924,1,0,0,0
43,6,2015-06-20,4560,399,1,0,0,0
44,6,2015-06-20,4108,469,1,0,0,0
45,6,2015-06-20,5313,447,1,0,0,0
46,6,2015-06-20,4812,665,1,0,0,0
47,6,2015-06-20,5430,736,1,0,0,0
48,6,2015-06-20,2503,244,1,0,0,0
49,6,2015-06-20,6785,566,1,0,0,0
50,6,2015-06-20,4189,393,1,0,0,0
51,6,2015-06-20,6825,535,1,0,0,0
52,6,2015-06-20,6339,451,1,0,0,0
53,6,2015-06-20,3231,365,1,0,0,0
54,6,2015-06-20,8668,825,1,0,0,0
55,6,2015-06-20,3475,374,1,0,0,0
56,6,2015-06-20,9351,667,1,0,0,0
57,6,2015-06-20,6080,620,1,0,0,0
58,6,2015-06-20,6488,527,1,0,0,0
59,6,2015-06-20,2410,258,1,0,0,0
60,6,2015-06-20,4825,426,1,0,0,0
61,6,2015-06-20,4885,591,1,0,0,0
62,6,2015-06-20,3696,391,1,0,0,0
63,6,2015-06-20,7841,758,1,0,0,0
64,6,2015-06-20,10897,866,1,0,0,0
65,6,2015-06-20,2344,211,1,0,0,0
66,6,2015-06-20,6212,540,1,0,0,0
67,6,2015-06-20,5491,581,1,0,0,0
68,6,2015-06-20,8662,1178,1,0,0,0
69,6,2015-06-20,6895,941,1,0,0,0
70,6,2015-06-20,6078,602,1,0,0,0
71,6,2015-06-20,7113,569,1,0,0,0
72,6,2015-06-20,2031,236,1,0,0,0
73,6,2015-06-20,2414,247,1,0,0,0
74,6,2015-06-20,4989,661,1,0,0,0
75,6,2015-06-20,5586,618,1,0,0,0
76,6,2015-06-20,8796,928,1,0,0,0
77,6,2015-06-20,7656,687,1,0,0,0
78,6,2015-06-20,2643,346,1,0,0,0
79,6,2015-06-20,4637,474,1,0,0,0
80,6,2015-06-20,8491,668,1,0,0,0
81,6,2015-06-20,7928,648,1,0,0,0
82,6,2015-06-20,5593,496,1,0,0,0
83,6,2015-06-20,2666,248,1,0,0,0
84,6,2015-06-20,11235,1251,1,0,0,0
85,6,2015-06-20,4615,705,1,0,0,0
86,6,2015-06-20,3877,455,1,0,0,0
87,6,2015-06-20,4474,515,1,0,0,0
88,6,2015-06-20,2113,205,1,0,0,0
89,6,2015-06-20,4086,407,1,0,0,0
90,6,2015-06-20,7720,1020,1,0,0,0
91,6,2015-06-20,3558,399,1,0,0,0
92,6,2015-06-20,5814,566,1,0,0,0
93,6,2015-06-20,3081,305,1,0,0,0
94,6,2015-06-20,5538,566,1,0,0,0
95,6,2015-06-20,3742,448,1,0,0,0
96,6,2015-06-20,1935,213,1,0,0,0
97,6,2015-06-20,4842,438,1,0,0,0
98,6,2015-06-20,5804,530,1,0,0,0
99,6,2015-06-20,6240,562,1,0,0,0
1,5,2015-06-19,4202,487,1,1,0,0
2,5,2015-06-19,4926,544,1,1,0,0
3,5,2015-06-19,8074,797,1,1,0,0
4,5,2015-06-19,9686,1281,1,1,0,0
5,5,2015-06-19,5711,610,1,1,0,0
6,5,2015-06-19,5464,622,1,1,0,0
7,5,2015-06-19,9677,1030,1,1,0,0
8,5,2015-06-19,6773,690,1,1,0,0
9,5,2015-06-19,7849,649,1,1,0,0
10,5,2015-06-19,6191,611,1,1,0,0
11,5,2015-06-19,6592,969,1,1,0,0
12,5,2015-06-19,8836,892,1,1,0,0
13,5,2015-06-19,5546,402,1,1,0,0
14,5,2015-06-19,6239,664,1,1,0,0
15,5,2015-06-19,7851,764,1,1,0,0
16,5,2015-06-19,8580,887,1,1,0,0
17,5,2015-06-19,6820,820,1,1,0,0
18,5,2015-06-19,8270,846,1,1,0,0
19,5,2015-06-19,8508,727,1,1,0,0
20,5,2015-06-19,8505,894,1,1,0,0
21,5,2015-06-19,7499,584,1,1,0,0
22,5,2015-06-19,5765,565,1,1,0,0
23,5,2015-06-19,6435,534,1,1,0,0
24,5,2015-06-19,11395,905,1,1,0,0
25,5,2015-06-19,10679,1470,1,1,0,0
26,5,2015-06-19,7730,604,1,1,0,0
27,5,2015-06-19,11190,1139,1,1,0,0
28,5,2015-06-19,5100,545,1,1,0,0
29,5,2015-06-19,8746,735,1,1,0,0
30,5,2015-06-19,3668,524,1,1,0,0
31,5,2015-06-19,5881,552,1,1,0,0
32,5,2015-06-19,5085,532,1,1,0,0
33,5,2015-06-19,8165,769,1,1,0,0
34,5,2015-06-19,8348,958,1,1,0,0
35,5,2015-06-19,12160,845,1,1,0,0
36,5,2015-06-19,9326,1047,1,1,0,0
37,5,2015-06-19,8189,804,1,1,0,0
38,5,2015-06-19,6571,572,1,1,0,0
39,5,2015-06-19,4907,587,1,1,0,0
40,5,2015-06-19,4462,545,1,1,0,0
41,5,2015-06-19,6050,433,1,1,0,0
42,5,2015-06-19,10251,1024,1,1,0,0
43,5,2015-06-19,7486,637,1,1,0,0
44,5,2015-06-19,5724,624,1,1,0,0
45,5,2015-06-19,5888,449,1,1,0,0
46,5,2015-06-19,6473,710,1,1,0,0
47,5,2015-06-19,7509,897,1,1,0,0
48,5,2015-06-19,4319,451,1,1,0,0
49,5,2015-06-19,8387,603,1,1,0,0
50,5,2015-06-19,4837,399,1,1,0,0
51,5,2015-06-19,8287,576,1,1,0,0
52,5,2015-06-19,7732,501,1,1,0,0
53,5,2015-06-19,5361,608,1,1,0,0
54,5,2015-06-19,8854,750,1,1,0,0
55,5,2015-06-19,5847,682,1,1,0,0
56,5,2015-06-19,9511,635,1,1,0,0
57,5,2015-06-19,9065,875,1,1,0,0
58,5,2015-06-19,8650,634,1,1,0,0
59,5,2015-06-19,6021,593,1,1,0,0
60,5,2015-06-19,9485,781,1,1,0,0
61,5,2015-06-19,5852,641,1,1,0,0
62,5,2015-06-19,6890,721,1,1,0,0
63,5,2015-06-19,7887,696,1,1,0,0
64,5,2015-06-19,13772,945,1,1,0,0
65,5,2015-06-19,6162,511,1,1,0,0
66,5,2015-06-19,7038,572,1,1,0,0
67,5,2015-06-19,8479,828,1,1,0,0
68,5,2015-06-19,6823,1037,1,1,0,0
69,5,2015-06-19,10108,1263,1,1,0,0
70,5,2015-06-19,7877,749,1,1,0,0
71,5,2015-06-19,9988,812,1,1,0,0
72,5,2015-06-19,5206,532,1,1,0,0
73,5,2015-06-19,5337,513,1,1,0,0
74,5,2015-06-19,5815,724,1,1,0,0
75,5,2015-06-19,6641,708,1,1,0,0
76,5,2015-06-19,10230,997,1,1,0,0
77,5,2015-06-19,8722,677,1,1,0,0
78,5,2015-06-19,4215,554,1,1,0,0
79,5,2015-06-19,6731,675,1,1,0,0
80,5,2015-06-19,8271,600,1,1,0,0
81,5,2015-06-19,7921,598,1,1,0,0
82,5,2015-06-19,10948,979,1,1,0,0
83,5,2015-06-19,4294,375,1,1,0,0
84,5,2015-06-19,13439,1325,1,1,0,0
85,5,2015-06-19,6796,920,1,1,0,0
86,5,2015-06-19,4844,523,1,1,0,0
87,5,2015-06-19,6878,797,1,1,0,0
88,5,2015-06-19,7183,739,1,1,0,0
89,5,2015-06-19,6597,662,1,1,0,0
90,5,2015-06-19,8288,996,1,1,0,0
91,5,2015-06-19,4519,425,1,1,0,0
92,5,2015-06-19,7677,614,1,1,0,0
93,5,2015-06-19,7102,728,1,1,0,0
94,5,2015-06-19,8692,744,1,1,0,0
95,5,2015-06-19,7973,898,1,1,0,0
96,5,2015-06-19,5131,536,1,1,0,0
97,5,2015-06-19,7684,802,1,1,0,0
98,5,2015-06-19,6295,507,1,1,0,0
99,5,2015-06-19,5949,531,1,1,0,0
1,4,2015-06-18,4645,498,1,1,0,0
2,4,2015-06-18,5154,594,1,1,0,0
3,4,2015-06-18,7537,743,1,1,0,0
4,4,2015-06-18,8880,1138,1,1,0,0
5,4,2015-06-18,4924,545,1,1,0,0
6,4,2015-06-18,4405,514,1,1,0,0
7,4,2015-06-18,8955,911,1,1,0,0
8,4,2015-06-18,7302,871,1,1,0,0
9,4,2015-06-18,8098,626,1,1,0,0
10,4,2015-06-18,5829,603,1,1,0,0
11,4,2015-06-18,6637,974,1,1,0,0
12,4,2015-06-18,8058,890,1,1,0,0
13,4,2015-06-18,5047,333,1,1,0,0
14,4,2015-06-18,5918,651,1,1,0,0
15,4,2015-06-18,6786,634,1,1,0,0
16,4,2015-06-18,7026,819,1,1,0,0
17,4,2015-06-18,7241,820,1,1,0,0
18,4,2015-06-18,7818,738,1,1,0,0
19,4,2015-06-18,7911,700,1,1,0,0
20,4,2015-06-18,9105,922,1,1,0,0
21,4,2015-06-18,6318,508,1,1,0,0
22,4,2015-06-18,4545,465,1,1,0,0
23,4,2015-06-18,5879,503,1,1,0,0
24,4,2015-06-18,9734,851,1,1,0,0
25,4,2015-06-18,11233,1488,1,1,0,0
26,4,2015-06-18,8043,633,1,1,0,0
27,4,2015-06-18,10496,1091,1,1,0,0
28,4,2015-06-18,5634,582,1,1,0,0
29,4,2015-06-18,9408,736,1,1,0,0
30,4,2015-06-18,4482,649,1,1,0,0
31,4,2015-06-18,5984,558,1,1,0,0
32,4,2015-06-18,4152,422,1,1,0,0
33,4,2015-06-18,8856,786,1,1,0,0
34,4,2015-06-18,8451,975,1,1,0,0
35,4,2015-06-18,13133,916,1,1,0,0
36,4,2015-06-18,9491,1047,1,1,0,0
37,4,2015-06-18,6953,733,1,1,0,0
38,4,2015-06-18,5647,507,1,1,0,0
39,4,2015-06-18,4923,622,1,1,0,0
40,4,2015-06-18,4650,596,1,1,0,0
41,4,2015-06-18,7141,486,1,1,0,0
42,4,2015-06-18,11218,1096,1,1,0,0
43,4,2015-06-18,6901,630,1,1,0,0
44,4,2015-06-18,4859,578,1,1,0,0
45,4,2015-06-18,5481,429,1,1,0,0
46,4,2015-06-18,5787,665,1,1,0,0
47,4,2015-06-18,7721,918,1,1,0,0
48,4,2015-06-18,3441,381,1,1,0,0
49,4,2015-06-18,7760,552,1,1,0,0
50,4,2015-06-18,5401,441,1,1,0,0
51,4,2015-06-18,7393,507,1,1,0,0
52,4,2015-06-18,6839,461,1,1,0,0
53,4,2015-06-18,5503,539,1,1,0,0
54,4,2015-06-18,8584,686,1,1,0,0
55,4,2015-06-18,5231,595,1,1,0,0
56,4,2015-06-18,8509,550,1,1,0,0
57,4,2015-06-18,10350,929,1,1,0,0
58,4,2015-06-18,6328,478,1,1,0,0
59,4,2015-06-18,5862,554,1,1,0,0
60,4,2015-06-18,10930,852,1,1,0,0
61,4,2015-06-18,5445,558,1,1,0,0
62,4,2015-06-18,6825,764,1,1,0,0
63,4,2015-06-18,7918,682,1,1,0,0
64,4,2015-06-18,13484,940,1,1,0,0
65,4,2015-06-18,5784,498,1,1,0,0
66,4,2015-06-18,5943,518,1,1,0,0
67,4,2015-06-18,8401,811,1,1,0,0
68,4,2015-06-18,6588,1052,1,1,0,0
69,4,2015-06-18,9007,1138,1,1,0,0
70,4,2015-06-18,7393,689,1,1,0,0
71,4,2015-06-18,10215,740,1,1,0,0
72,4,2015-06-18,4748,476,1,1,0,0
73,4,2015-06-18,5007,517,1,1,0,0
74,4,2015-06-18,6393,879,1,1,0,0
75,4,2015-06-18,6012,619,1,1,0,0
76,4,2015-06-18,8789,826,1,1,0,0
77,4,2015-06-18,8717,702,1,1,0,0
78,4,2015-06-18,4041,512,1,1,0,0
79,4,2015-06-18,5631,562,1,1,0,0
80,4,2015-06-18,8541,636,1,1,0,0
81,4,2015-06-18,6658,496,1,1,0,0
82,4,2015-06-18,12196,1033,1,1,0,0
83,4,2015-06-18,4724,356,1,1,0,0
84,4,2015-06-18,13799,1363,1,1,0,0
85,4,2015-06-18,6745,857,1,1,0,0
86,4,2015-06-18,5697,606,1,1,0,0
87,4,2015-06-18,8593,851,1,1,0,0
88,4,2015-06-18,7410,727,1,1,0,0
89,4,2015-06-18,6127,566,1,1,0,0
90,4,2015-06-18,8661,1007,1,1,0,0
91,4,2015-06-18,4220,413,1,1,0,0
92,4,2015-06-18,7005,547,1,1,0,0
93,4,2015-06-18,7002,654,1,1,0,0
94,4,2015-06-18,8678,734,1,1,0,0
95,4,2015-06-18,7432,780,1,1,0,0
96,4,2015-06-18,5587,554,1,1,0,0
97,4,2015-06-18,8395,811,1,1,0,0
98,4,2015-06-18,5884,499,1,1,0,0
99,4,2015-06-18,6047,523,1,1,0,0
1,3,2015-06-17,4000,476,1,1,0,0
2,3,2015-06-17,6924,805,1,1,0,0
3,3,2015-06-17,8524,821,1,1,0,0
4,3,2015-06-17,9685,1254,1,1,0,0
5,3,2015-06-17,5632,651,1,1,0,0
6,3,2015-06-17,5135,586,1,1,0,0
7,3,2015-06-17,9041,935,1,1,0,0
8,3,2015-06-17,7751,768,1,1,0,0
9,3,2015-06-17,8045,632,1,1,0,0
10,3,2015-06-17,6338,622,1,1,0,0
11,3,2015-06-17,8557,1174,1,1,0,0
12,3,2015-06-17,10070,1025,1,1,0,0
13,3,2015-06-17,5885,403,1,1,0,0
14,3,2015-06-17,6108,662,1,1,0,0
15,3,2015-06-17,7026,681,1,1,0,0
16,3,2015-06-17,9922,1036,1,1,0,0
17,3,2015-06-17,7672,860,1,1,0,0
18,3,2015-06-17,8194,842,1,1,0,0
19,3,2015-06-17,9076,753,1,1,0,0
20,3,2015-06-17,9647,1010,1,1,0,0
21,3,2015-06-17,5302,492,1,1,0,0
22,3,2015-06-17,5407,522,1,1,0,0
23,3,2015-06-17,5886,483,1,1,0,0
24,3,2015-06-17,10717,907,1,1,0,0
25,3,2015-06-17,12022,1492,1,1,0,0
26,3,2015-06-17,7037,527,1,1,0,0
27,3,2015-06-17,11877,1210,1,1,0,0
28,3,2015-06-17,5316,544,1,1,0,0
29,3,2015-06-17,9075,732,1,1,0,0
30,3,2015-06-17,4213,617,1,1,0,0
31,3,2015-06-17,6306,551,1,1,0,0
32,3,2015-06-17,5405,588,1,1,0,0
33,3,2015-06-17,8899,839,1,1,0,0
34,3,2015-06-17,8482,980,1,1,0,0
35,3,2015-06-17,13833,888,1,1,0,0
36,3,2015-06-17,9866,1092,1,1,0,0
37,3,2015-06-17,6197,609,1,1,0,0
38,3,2015-06-17,7538,545,1,1,0,0
39,3,2015-06-17,5593,705,1,1,0,0
40,3,2015-06-17,4398,566,1,1,0,0
41,3,2015-06-17,5709,400,1,1,0,0
42,3,2015-06-17,12636,1256,1,1,0,0
43,3,2015-06-17,7895,678,1,1,0,0
44,3,2015-06-17,5812,668,1,1,0,0
45,3,2015-06-17,6129,437,1,1,0,0
46,3,2015-06-17,6353,673,1,1,0,0
47,3,2015-06-17,9298,1061,1,1,0,0
48,3,2015-06-17,3895,402,1,1,0,0
49,3,2015-06-17,7977,522,1,1,0,0
50,3,2015-06-17,4485,369,1,1,0,0
51,3,2015-06-17,7191,455,1,1,0,0
52,3,2015-06-17,7157,420,1,1,0,0
53,3,2015-06-17,5382,545,1,1,0,0
54,3,2015-06-17,8354,678,1,1,0,0
55,3,2015-06-17,5624,630,1,1,0,0
56,3,2015-06-17,8083,523,1,1,0,0
57,3,2015-06-17,9884,859,1,1,0,0
58,3,2015-06-17,7959,550,1,1,0,0
59,3,2015-06-17,5925,598,1,1,0,0
60,3,2015-06-17,11237,916,1,1,0,0
61,3,2015-06-17,6969,642,1,1,0,0
62,3,2015-06-17,8281,813,1,1,0,0
63,3,2015-06-17,8916,677,1,1,0,0
64,3,2015-06-17,11817,795,1,1,0,0
65,3,2015-06-17,5876,479,1,1,0,0
66,3,2015-06-17,6609,482,1,1,0,0
67,3,2015-06-17,8556,867,1,1,0,0
68,3,2015-06-17,7600,1127,1,1,0,0
69,3,2015-06-17,9198,1155,1,1,0,0
70,3,2015-06-17,7004,694,1,1,0,0
71,3,2015-06-17,10307,781,1,1,0,0
