SK_ID_CURR,TARGET,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_GOODS_PRICE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,OCCUPATION_TYPE
100225,0,M,Y,N,2,157500.0,720000.0,720000.0,Commercial associate,Secondary / secondary special,Married,With parents,0.030755,-14144,-4516,Sales staff
100226,0,F,N,N,2,112500.0,270000.0,270000.0,Working,Secondary / secondary special,Married,House / apartment,0.009656999999999999,-13584,-680,Sales staff
100227,0,M,N,N,0,292500.0,1024740.0,900000.0,Working,Higher education,Single / not married,House / apartment,0.006207,-10010,-240,Managers
100228,0,F,N,N,1,121500.0,1102500.0,1102500.0,State servant,Secondary / secondary special,Married,Municipal apartment,0.009656999999999999,-13957,-410,Laborers
100229,0,F,N,Y,0,157500.0,544491.0,454500.0,Working,Secondary / secondary special,Married,House / apartment,0.010147,-17947,-5025,Medicine staff
100230,0,F,N,N,0,135000.0,405000.0,405000.0,Working,Secondary / secondary special,Married,House / apartment,0.008473999999999999,-19070,-837,Sales staff
100231,0,M,Y,Y,1,108000.0,912240.0,787500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0.018634,-17850,-2899,Drivers
100233,0,F,N,Y,0,216000.0,679671.0,607500.0,Working,Secondary / secondary special,Married,House / apartment,0.010966,-18341,-701,
100234,0,F,N,N,0,67500.0,180000.0,180000.0,Working,Secondary / secondary special,Widow,With parents,0.003069,-16614,-551,Core staff
100235,0,F,N,Y,0,135000.0,364896.0,315000.0,Working,Secondary / secondary special,Married,House / apartment,0.016612000000000002,-15887,-468,Cooking staff
100236,0,M,Y,Y,0,112500.0,312768.0,270000.0,Working,Secondary / secondary special,Married,House / apartment,0.028663,-23187,-1896,Laborers
100237,0,F,N,N,2,144000.0,1288350.0,1125000.0,Working,Secondary / secondary special,Civil marriage,Rented apartment,0.010966,-13803,-281,Core staff
100238,0,M,Y,Y,2,135000.0,781920.0,675000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0.035792000000000004,-12994,-1330,Laborers
100239,0,F,N,Y,1,225000.0,1483231.5,1354500.0,Working,Secondary / secondary special,Married,House / apartment,0.010147,-20191,-1699,Accountants
100240,0,M,N,Y,2,135000.0,590337.0,477000.0,Working,Secondary / secondary special,Married,House / apartment,0.018029,-11978,-3947,Laborers
100242,0,M,Y,Y,0,90000.0,101880.0,90000.0,Working,Secondary / secondary special,Married,Municipal apartment,0.005144,-20945,-7359,Drivers
100243,0,M,N,Y,0,112500.0,161730.0,135000.0,Working,Higher education,Married,House / apartment,0.028663,-9720,-573,Laborers
100244,0,M,N,N,1,247500.0,447768.0,405000.0,Working,Secondary / secondary special,Married,House / apartment,0.010006000000000001,-17103,-5021,Laborers
100246,1,F,N,Y,0,135000.0,495216.0,427500.0,Working,Secondary / secondary special,Married,House / apartment,0.008019,-12824,-154,Laborers
100247,0,F,N,Y,0,225000.0,402939.0,306000.0,Working,Secondary / secondary special,Married,House / apartment,0.010147,-19914,-3408,Laborers
100248,0,F,N,Y,0,90000.0,808650.0,675000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0.007305,-22389,365243,
100249,0,F,N,Y,2,67500.0,76410.0,67500.0,Working,Secondary / secondary special,Married,House / apartment,0.0105,-15293,-5317,Laborers
100250,0,F,Y,N,1,72000.0,90000.0,90000.0,Working,Secondary / secondary special,Married,With parents,0.010966,-11259,-164,Laborers
100251,0,M,Y,Y,0,202500.0,270000.0,270000.0,Working,Secondary / secondary special,Married,House / apartment,0.025164,-19530,-1940,Drivers
100252,0,F,N,Y,0,225000.0,490495.5,454500.0,Working,Secondary / secondary special,Married,House / apartment,0.006629,-17715,-1256,Sales staff
100254,0,M,Y,Y,0,292500.0,1078200.0,900000.0,Commercial associate,Higher education,Married,House / apartment,0.04622,-21646,-2127,Drivers
100255,0,M,Y,Y,0,315000.0,824544.0,720000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0.04622,-15377,-4398,Laborers
100257,0,F,N,Y,0,90000.0,312768.0,270000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.018634,-23090,365243,
100258,0,F,N,Y,0,135000.0,81000.0,81000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0.025164,-16273,-1605,Cooking staff
100259,0,M,Y,Y,0,180000.0,427500.0,427500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.018209,-20672,365243,
100260,0,M,N,Y,0,180000.0,180000.0,180000.0,Working,Higher education,Single / not married,Co-op apartment,0.011656999999999999,-10038,-1746,Core staff
100261,0,F,N,Y,0,90000.0,522000.0,522000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0.026392000000000002,-14974,-2389,Laborers
100262,0,M,Y,Y,0,315000.0,1575000.0,1575000.0,Working,Secondary / secondary special,Married,House / apartment,0.008625,-13640,-3339,Drivers
100263,0,F,N,Y,0,108000.0,585000.0,585000.0,Pensioner,Higher education,Widow,House / apartment,0.009549,-23456,365243,
100264,0,F,N,Y,0,121500.0,1215000.0,1215000.0,Pensioner,Higher education,Married,House / apartment,0.018209,-23037,365243,
100265,0,F,N,Y,0,112500.0,723996.0,585000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.019688999999999998,-8302,-278,Sales staff
100266,0,F,N,N,0,157500.0,1256400.0,900000.0,Commercial associate,Secondary / secondary special,Widow,Municipal apartment,0.032561,-18810,-995,
100267,0,M,N,Y,0,225000.0,675000.0,675000.0,Commercial associate,Higher education,Married,House / apartment,0.026392000000000002,-13685,-3281,Managers
100268,0,F,N,N,0,85500.0,225000.0,225000.0,Working,Secondary / secondary special,Married,House / apartment,0.014464,-10571,-1028,Laborers
100269,0,M,N,Y,0,180000.0,427450.5,369000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0.010276,-11180,-1313,Laborers
100270,0,F,N,Y,0,90000.0,337500.0,337500.0,Pensioner,Higher education,Married,House / apartment,0.032561,-21497,365243,
100272,0,F,N,Y,1,135000.0,180000.0,180000.0,Working,Secondary / secondary special,Married,House / apartment,0.010006000000000001,-9135,-460,Sales staff
100273,1,F,N,Y,0,157500.0,1710000.0,1710000.0,Working,Secondary / secondary special,Married,House / apartment,0.004849,-23127,-9274,Medicine staff
100274,0,M,Y,Y,0,308250.0,1305000.0,1305000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0.026392000000000002,-15612,-1106,Drivers
100275,0,F,Y,Y,0,108000.0,646920.0,540000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0.019101,-23650,365243,
100276,0,F,Y,Y,0,135000.0,497520.0,450000.0,Working,Secondary / secondary special,Married,House / apartment,0.025164,-12246,-1787,Private service staff
100277,0,M,Y,N,0,67500.0,364896.0,315000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.0060079999999999995,-21812,365243,
100279,0,M,N,Y,0,180000.0,254700.0,225000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0.072508,-23946,365243,
100281,0,F,N,Y,1,112500.0,675000.0,675000.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,0.025164,-17957,-4942,Sales staff
100282,1,F,Y,Y,0,73341.0,135000.0,135000.0,Commercial associate,Higher education,Single / not married,House / apartment,0.018801,-9157,-146,Managers
100283,0,F,N,Y,0,135000.0,747000.0,747000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.026392000000000002,-12585,-870,Sales staff
100284,0,M,Y,Y,2,180000.0,675000.0,675000.0,Working,Higher education,Married,With parents,0.015221,-14445,-3218,Laborers
100285,0,F,N,Y,0,112500.0,180000.0,180000.0,Working,Secondary / secondary special,Civil marriage,Rented apartment,0.028663,-10755,-1185,Cooking staff
100286,1,M,Y,Y,1,121500.0,263686.5,238500.0,Working,Secondary / secondary special,Married,House / apartment,0.014464,-17847,-448,Drivers
100287,0,F,N,Y,0,202500.0,225000.0,225000.0,Pensioner,Higher education,Married,House / apartment,0.026392000000000002,-24891,365243,
100288,0,F,N,N,0,157500.0,450000.0,450000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0.010032,-9907,-648,Laborers
100289,0,M,Y,N,0,202500.0,526491.0,454500.0,Working,Higher education,Married,House / apartment,0.022625,-14811,-7668,Managers
100290,0,M,N,N,0,135000.0,224136.0,198000.0,Working,Secondary / secondary special,Separated,House / apartment,0.022625,-14726,-142,Core staff
100291,0,F,N,N,1,153000.0,292500.0,292500.0,Working,Incomplete higher,Married,House / apartment,0.015221,-11881,-716,Sales staff
100292,0,F,N,Y,0,202500.0,675000.0,675000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.028663,-21185,365243,
100293,0,F,N,Y,0,202500.0,1271281.5,1201500.0,Working,Higher education,Married,House / apartment,0.019101,-14247,-2993,Managers
100294,0,F,N,Y,0,157500.0,835380.0,675000.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,0.00963,-20984,-7148,Core staff
100295,1,M,Y,N,1,225000.0,1019205.0,774000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.072508,-11356,-602,Laborers
100296,0,M,N,Y,1,225000.0,223884.0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0.04622,-17186,-1116,Drivers
100297,0,M,Y,N,0,135000.0,334152.0,270000.0,Working,Secondary / secondary special,Married,House / apartment,0.026392000000000002,-10427,-1274,Drivers
100298,0,F,N,Y,0,270000.0,473760.0,450000.0,Working,Secondary / secondary special,Married,House / apartment,0.020713,-16223,-3077,Managers
100299,0,F,N,Y,0,112500.0,540000.0,540000.0,State servant,Secondary / secondary special,Married,House / apartment,0.0060079999999999995,-19045,-11916,Medicine staff
100300,1,M,N,N,0,63000.0,426645.0,324000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.018634,-12209,-1572,Sales staff
100301,1,M,N,Y,1,112500.0,571486.5,454500.0,Working,Secondary / secondary special,Married,House / apartment,0.022625,-8292,-166,Laborers
100302,0,F,N,Y,0,180000.0,187704.0,148500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0.019688999999999998,-9105,-482,Sales staff
100303,0,F,N,Y,0,292500.0,254700.0,225000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0.016612000000000002,-24006,365243,
100304,0,F,N,Y,0,225000.0,675000.0,675000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0.008019,-22794,-15632,
100305,0,M,Y,Y,0,135000.0,237024.0,180000.0,Working,Incomplete higher,Single / not married,House / apartment,0.020713,-9011,-100,Sales staff
100307,0,M,N,Y,0,225000.0,451804.5,369000.0,State servant,Secondary / secondary special,Married,House / apartment,0.01885,-16546,-1480,Managers
100308,0,M,N,N,0,157500.0,208512.0,180000.0,Working,Higher education,Married,House / apartment,0.022625,-14534,-3397,Sales staff
100309,0,F,N,Y,0,157500.0,263686.5,238500.0,State servant,Secondary / secondary special,Married,House / apartment,0.0105,-16098,-3131,Laborers
100310,0,M,N,N,0,180000.0,1071000.0,1071000.0,Working,Higher education,Married,Rented apartment,0.018029,-14659,-1228,
100313,0,F,N,Y,0,87750.0,1206954.0,945000.0,Pensioner,Higher education,Married,House / apartment,0.019101,-22510,365243,
100314,0,M,N,N,2,292500.0,239850.0,225000.0,Working,Secondary / secondary special,Married,House / apartment,0.01885,-10788,-2573,Laborers
100315,0,F,Y,Y,1,121500.0,288873.0,238500.0,Working,Higher education,Married,House / apartment,0.018029,-10203,-59,Sales staff
100316,0,F,N,Y,0,67500.0,622413.0,495000.0,Working,Secondary / secondary special,Married,House / apartment,0.005002,-15076,-4917,Core staff
100317,0,F,N,Y,0,180000.0,630000.0,630000.0,Working,Higher education,Married,House / apartment,0.030755,-17013,-7426,Core staff
100318,0,F,N,N,0,90000.0,381528.0,315000.0,Working,Higher education,Single / not married,House / apartment,0.018209,-9627,-189,Core staff
100319,0,F,N,Y,1,135000.0,781920.0,675000.0,Commercial associate,Higher education,Married,House / apartment,0.022625,-11631,-782,
100320,0,M,Y,Y,0,225000.0,481855.5,463500.0,Working,Secondary / secondary special,Married,House / apartment,0.025164,-11996,-2907,High skill tech staff
100321,0,M,Y,N,1,270000.0,521280.0,450000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.019688999999999998,-13534,-1420,
100322,0,M,Y,Y,2,225000.0,254700.0,225000.0,Working,Secondary / secondary special,Married,House / apartment,0.00733,-19297,-554,Laborers
100323,0,M,Y,Y,0,450000.0,1575000.0,1575000.0,Commercial associate,Higher education,Married,House / apartment,0.026392000000000002,-18213,-2363,Managers
100324,0,F,Y,Y,1,112500.0,152820.0,135000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,0.003069,-10471,-1753,Sales staff
100325,0,F,N,Y,0,135000.0,640080.0,450000.0,State servant,Secondary / secondary special,Married,House / apartment,0.031329,-20385,-2875,Laborers
100326,1,M,Y,Y,0,36000.0,284400.0,225000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0.018209,-22078,365243,
100327,0,M,Y,Y,0,180000.0,407727.0,333000.0,Working,Secondary / secondary special,Married,House / apartment,0.020713,-20317,-2334,
100328,0,F,N,N,1,171000.0,1270746.0,1138500.0,State servant,Secondary / secondary special,Married,House / apartment,0.00496,-15864,-8215,Core staff
100329,0,F,Y,Y,0,135000.0,247275.0,225000.0,Working,Secondary / secondary special,Married,House / apartment,0.006852,-19997,-645,
100332,0,F,N,Y,0,157500.0,545040.0,450000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0.031329,-23444,365243,
100333,0,F,N,Y,0,382500.0,450000.0,450000.0,Commercial associate,Incomplete higher,Married,House / apartment,0.072508,-10442,-864,Core staff
100334,0,M,N,Y,0,90000.0,101880.0,90000.0,Working,Secondary / secondary special,Married,House / apartment,0.035792000000000004,-18665,-837,Security staff
100335,0,F,N,Y,0,63000.0,675000.0,675000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0.035792000000000004,-23420,365243,
100336,1,F,Y,Y,0,157500.0,497520.0,450000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.02461,-13989,-1350,Laborers
100337,0,F,N,Y,0,270000.0,545040.0,450000.0,Commercial associate,Higher education,Single / not married,House / apartment,0.04622,-9324,-872,Realty agents
100338,0,F,N,N,0,270000.0,630000.0,630000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0.008019,-21292,-1491,High skill tech staff
100339,0,M,N,Y,0,166500.0,495000.0,495000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0.011703,-21535,-2828,Laborers
100340,0,F,N,N,2,202500.0,787131.0,679500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0.04622,-13080,-3429,High skill tech staff
100341,0,M,Y,Y,0,76500.0,545040.0,450000.0,Working,Secondary / secondary special,Widow,House / apartment,0.031329,-20348,-7115,Laborers
100342,0,M,N,N,0,90000.0,101880.0,90000.0,Working,Secondary / secondary special,Single / not married,With parents,0.008865999999999999,-8400,-338,Laborers
100343,0,M,Y,Y,0,315000.0,90000.0,90000.0,Working,Secondary / secondary special,Single / not married,With parents,0.0228,-10935,-422,Drivers
100344,0,M,N,N,0,112500.0,225000.0,225000.0,Commercial associate,Higher education,Married,House / apartment,0.032561,-11287,-3894,Laborers
100345,0,F,N,N,0,157500.0,450000.0,450000.0,Working,Secondary / secondary special,Married,House / apartment,0.019101,-21154,-951,Laborers
100346,0,F,N,Y,0,180000.0,582804.0,463500.0,State servant,Higher education,Separated,House / apartment,0.02461,-17674,-6788,Core staff
100347,0,F,N,N,0,81000.0,640080.0,450000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.018801,-21419,365243,
100348,0,F,N,N,0,135000.0,1223010.0,1125000.0,Working,Incomplete higher,Married,House / apartment,0.032561,-10390,-370,
100349,0,F,N,N,0,108000.0,364896.0,315000.0,Pensioner,Secondary / secondary special,Widow,Municipal apartment,0.009334,-23338,365243,
100350,0,F,N,Y,0,112500.0,481495.5,454500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.0105,-22759,365243,
100351,0,F,N,N,0,69750.0,675000.0,675000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.014519999999999998,-22606,365243,
100353,0,F,N,Y,0,81000.0,536917.5,463500.0,Working,Secondary / secondary special,Widow,House / apartment,0.031329,-17941,-535,Sales staff
100354,0,F,N,Y,1,112500.0,135000.0,135000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.018209,-9259,-2382,Sales staff
100355,0,M,N,Y,0,315000.0,946503.0,846000.0,Working,Secondary / secondary special,Married,With parents,0.0038130000000000004,-9178,-633,
100356,0,F,N,Y,0,180000.0,188685.0,157500.0,Working,Secondary / secondary special,Widow,House / apartment,0.006305,-21140,-385,Cleaning staff
100357,0,F,N,Y,0,225000.0,180000.0,180000.0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,0.04622,-9166,-1450,Accountants
100359,0,M,Y,Y,1,112500.0,226908.0,148500.0,Working,Secondary / secondary special,Married,House / apartment,0.025164,-14923,-273,Laborers
100360,0,F,N,N,0,67500.0,202500.0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0.025164,-19676,-4483,
100361,0,M,N,Y,0,270000.0,1800000.0,1800000.0,Working,Secondary / secondary special,Married,House / apartment,0.007273999999999999,-17099,-499,Laborers
100362,0,F,N,Y,1,157500.0,807984.0,697500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.031329,-17438,-3668,Sales staff
100363,0,F,Y,Y,1,360000.0,493497.0,454500.0,Commercial associate,Higher education,Married,House / apartment,0.006629,-14882,-436,Core staff
100364,0,F,N,N,0,315000.0,1024290.0,855000.0,Working,Secondary / secondary special,Married,House / apartment,0.019101,-17498,-1355,Laborers
100365,0,F,N,Y,0,247500.0,517788.0,427500.0,Pensioner,Higher education,Married,House / apartment,0.010032,-20435,365243,
100366,0,M,Y,Y,0,765000.0,1350000.0,1350000.0,Commercial associate,Higher education,Single / not married,House / apartment,0.002506,-11788,-3144,Managers
100368,0,F,N,Y,0,166500.0,675000.0,675000.0,Working,Secondary / secondary special,Married,House / apartment,0.035792000000000004,-11285,-3473,
100369,0,F,N,Y,0,157500.0,528633.0,472500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0.0105,-19323,-571,Laborers
100370,0,F,N,Y,0,45000.0,448056.0,315000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.028663,-23195,365243,
100371,0,F,Y,Y,1,450000.0,808650.0,675000.0,Commercial associate,Higher education,Civil marriage,House / apartment,0.072508,-14768,-426,Core staff
100372,0,F,N,N,0,90000.0,531000.0,531000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.015221,-21909,365243,
100373,0,F,N,N,0,225000.0,906228.0,810000.0,State servant,Secondary / secondary special,Married,House / apartment,0.030755,-15013,-3282,Core staff
100374,0,F,Y,Y,2,112500.0,1308964.5,1143000.0,Working,Secondary / secondary special,Married,House / apartment,0.0038130000000000004,-14975,-7540,Laborers
100375,0,M,N,Y,0,180000.0,942300.0,675000.0,Commercial associate,Higher education,Married,House / apartment,0.006305,-21552,-2672,
100376,0,M,Y,Y,0,360000.0,254700.0,225000.0,Working,Secondary / secondary special,Married,House / apartment,0.018801,-18831,-1342,Drivers
100377,0,M,N,N,2,157500.0,239850.0,225000.0,Working,Higher education,Married,House / apartment,0.009549,-14252,-1281,High skill tech staff
100378,0,F,Y,Y,1,247500.0,808650.0,675000.0,Working,Secondary / secondary special,Widow,House / apartment,0.008575,-15017,-639,Sales staff
100379,0,M,Y,Y,0,112500.0,942300.0,675000.0,Working,Secondary / secondary special,Married,House / apartment,0.009656999999999999,-19003,-5136,Drivers
100380,0,F,N,Y,0,630000.0,900000.0,900000.0,Working,Higher education,Married,House / apartment,0.072508,-15023,-1481,High skill tech staff
100381,0,F,N,N,0,121500.0,302544.0,198000.0,Commercial associate,Higher education,Single / not married,With parents,0.018029,-11223,-107,
100383,0,M,Y,N,2,180000.0,640080.0,450000.0,Working,Secondary / secondary special,Married,House / apartment,0.019101,-13754,-819,Drivers
100387,0,M,Y,Y,2,292500.0,1095817.5,1008000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0.003069,-13299,-1559,Drivers
100388,0,F,N,Y,0,99000.0,518562.0,463500.0,Working,Secondary / secondary special,Separated,House / apartment,0.00702,-18929,-4145,Secretaries
100389,0,M,Y,Y,0,247500.0,1971072.0,1800000.0,Working,Higher education,Married,House / apartment,0.006207,-14216,-365,Core staff
100390,0,F,N,N,0,90000.0,555273.0,463500.0,State servant,Higher education,Married,House / apartment,0.00702,-11799,-1228,High skill tech staff
100391,0,F,N,Y,1,153000.0,808650.0,675000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0.015221,-18315,-497,Sales staff
100392,0,M,Y,N,2,180000.0,180000.0,180000.0,Working,Secondary / secondary special,Civil marriage,With parents,0.020246,-12325,-638,Laborers
100393,0,M,Y,Y,2,405000.0,2250000.0,2250000.0,Working,Higher education,Married,House / apartment,0.007114,-14966,-6158,Core staff
100394,0,M,N,Y,0,112500.0,178290.0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.035792000000000004,-23721,365243,
100395,0,M,Y,Y,0,225000.0,888840.0,675000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,0.072508,-16719,-687,Drivers
100396,1,M,N,N,0,112500.0,417024.0,360000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.025164,-13707,365243,
100397,0,F,N,Y,0,144000.0,1417185.0,1237500.0,State servant,Secondary / secondary special,Married,House / apartment,0.006233,-22767,-2998,Medicine staff
100398,0,F,N,Y,0,81000.0,180000.0,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0.030755,-20010,-2784,Cleaning staff
100400,0,F,N,N,0,270000.0,536917.5,463500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.020246,-23187,365243,
100401,1,F,N,Y,0,202500.0,343683.0,261000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,0.010966,-20200,365243,
100402,0,F,N,Y,0,81000.0,276277.5,238500.0,Pensioner,Secondary / secondary special,Single / not married,Municipal apartment,0.005144,-19780,365243,
100403,0,M,Y,Y,0,315000.0,1350000.0,1350000.0,Working,Higher education,Married,House / apartment,0.008575,-10615,-1496,Sales staff
100405,0,M,Y,Y,0,180000.0,450000.0,450000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0.010643000000000001,-8598,-220,Core staff
100406,0,F,N,Y,0,135000.0,468648.0,414000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.010006000000000001,-20846,365243,
100407,0,F,N,N,0,157500.0,521280.0,450000.0,Working,Higher education,Married,House / apartment,0.031329,-11582,-3632,Security staff
100408,0,F,N,Y,0,81000.0,454500.0,454500.0,Commercial associate,Incomplete higher,Separated,House / apartment,0.026392000000000002,-15781,-422,Cleaning staff
100409,0,M,N,Y,0,112500.0,454500.0,454500.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,0.026392000000000002,-10547,-1897,Drivers
100410,0,F,Y,N,0,180000.0,1258650.0,1125000.0,Working,Secondary / secondary special,Married,House / apartment,0.032561,-14239,-4073,Managers
100411,0,M,Y,N,1,450000.0,1035832.5,904500.0,Working,Higher education,Married,House / apartment,0.009334,-19410,-5545,Managers
100412,0,F,Y,Y,2,135000.0,318528.0,252000.0,Working,Secondary / secondary special,Married,House / apartment,0.011703,-11039,-1865,Medicine staff
100413,0,M,N,Y,0,90000.0,90000.0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.019101,-22768,365243,
100414,0,F,N,Y,0,112500.0,533304.0,405000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0.018634,-12360,-4048,Sales staff
100415,0,F,N,Y,2,112500.0,792162.0,630000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0.014464,-13552,-2418,Sales staff
100417,0,F,N,Y,0,180000.0,755190.0,675000.0,Working,Secondary / secondary special,Widow,House / apartment,0.035792000000000004,-16129,-879,Core staff
100418,0,F,N,N,0,135000.0,521280.0,450000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0.00963,-13284,-1765,Sales staff
100419,0,F,N,Y,0,112500.0,454500.0,454500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,0.031329,-20434,365243,
100420,0,F,N,Y,3,54000.0,91692.0,81000.0,Working,Secondary / secondary special,Married,House / apartment,0.02461,-14283,-2191,Sales staff
100421,0,M,Y,N,0,450000.0,900000.0,900000.0,Commercial associate,Higher education,Single / not married,Municipal apartment,0.072508,-19082,-2299,Managers
100423,0,F,Y,Y,0,472500.0,1327648.5,1039500.0,Working,Higher education,Married,House / apartment,0.04622,-16376,-1251,High skill tech staff
100424,1,M,N,Y,0,112500.0,117162.0,103500.0,Working,Secondary / secondary special,Separated,House / apartment,0.01885,-18302,-136,Laborers
100425,0,F,Y,Y,2,90000.0,688500.0,688500.0,Working,Higher education,Married,House / apartment,0.025164,-12982,-2850,Core staff
100427,0,F,N,N,1,67500.0,450000.0,450000.0,Working,Higher education,Married,House / apartment,0.030755,-13455,-4971,Managers
100428,0,F,Y,Y,0,90000.0,1224990.0,877500.0,Working,Higher education,Married,House / apartment,0.007305,-19998,-2082,Drivers
100429,0,M,N,Y,0,180000.0,629325.0,562500.0,Working,Secondary / secondary special,Married,House / apartment,0.035792000000000004,-15438,-936,Laborers
100430,0,F,N,Y,1,90000.0,157914.0,139500.0,Working,Secondary / secondary special,Married,House / apartment,0.01885,-8650,-296,Core staff
100431,0,F,N,Y,1,157500.0,1724220.0,1350000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0.022625,-19642,-6684,Laborers
100432,0,F,N,N,0,90000.0,495000.0,495000.0,Working,Secondary / secondary special,Married,House / apartment,0.010556,-10347,-1276,Secretaries
100433,0,F,N,Y,1,157500.0,472500.0,454500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0.019688999999999998,-16048,-3879,Sales staff
100434,0,F,N,Y,1,202500.0,280170.0,247500.0,State servant,Secondary / secondary special,Separated,Municipal apartment,0.072508,-17860,-1565,Medicine staff
100435,0,F,N,Y,0,112500.0,450000.0,450000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,0.035792000000000004,-16462,-4690,
100436,0,F,N,Y,0,112500.0,405000.0,405000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0.035792000000000004,-19345,-2418,Sales staff
100437,0,F,N,Y,1,67500.0,817560.0,675000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.035792000000000004,-21401,365243,
100439,1,M,N,Y,0,81000.0,312840.0,247500.0,Working,Secondary / secondary special,Married,House / apartment,0.01885,-8038,-609,High skill tech staff
100440,0,F,N,Y,0,40500.0,127350.0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.00733,-23903,365243,
100441,0,F,N,Y,0,135000.0,269550.0,225000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0.009549,-20171,365243,
100442,0,F,N,N,0,148500.0,805536.0,720000.0,State servant,Secondary / secondary special,Married,House / apartment,0.00496,-18715,-6991,Cooking staff
100443,0,F,N,Y,0,144000.0,456273.0,346500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0.010147,-23054,365243,
100448,0,F,N,Y,2,202500.0,598486.5,454500.0,Working,Secondary / secondary special,Married,House / apartment,0.00823,-11693,-3158,Sales staff
100449,0,F,N,Y,0,157500.0,942300.0,675000.0,Working,Higher education,Separated,House / apartment,0.030755,-16832,-5544,Laborers
100451,0,F,N,Y,0,144000.0,446931.0,369000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0.00702,-19501,-10988,Laborers
